Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Uganda,UGA,1999,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,28.2
Uganda,UGA,1996,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,24.4
Uganda,UGA,1992,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,25.8
Uganda,UGA,1989,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,25.4
Uganda,UGA,2016,Gini index (World Bank estimate),SI.POV.GINI,42.8
Uganda,UGA,2012,Gini index (World Bank estimate),SI.POV.GINI,41
Uganda,UGA,2009,Gini index (World Bank estimate),SI.POV.GINI,44.2
Uganda,UGA,2005,Gini index (World Bank estimate),SI.POV.GINI,42.9
Uganda,UGA,2002,Gini index (World Bank estimate),SI.POV.GINI,45.2
Uganda,UGA,1999,Gini index (World Bank estimate),SI.POV.GINI,43
Uganda,UGA,1996,Gini index (World Bank estimate),SI.POV.GINI,39
Uganda,UGA,1992,Gini index (World Bank estimate),SI.POV.GINI,41.4
Uganda,UGA,1989,Gini index (World Bank estimate),SI.POV.GINI,44.4
Uganda,UGA,2016,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,69.8
Uganda,UGA,2012,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,67.3
Uganda,UGA,2009,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,72.9
Uganda,UGA,2005,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,79.8
Uganda,UGA,2002,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,84.8
Uganda,UGA,1999,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,86.9
Uganda,UGA,1996,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,85.7
Uganda,UGA,1992,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,86.7
Uganda,UGA,1989,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,80.5
Uganda,UGA,2016,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,31.2
Uganda,UGA,2012,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,28.1
Uganda,UGA,2009,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,33.4
Uganda,UGA,2005,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,40.9
Uganda,UGA,2002,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,46.9
Uganda,UGA,1999,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,48.7
Uganda,UGA,1996,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,45.6
Uganda,UGA,1992,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,46.8
Uganda,UGA,1989,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,43.8
Uganda,UGA,2016,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,21.4
Uganda,UGA,2012,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,19.7
Uganda,UGA,2009,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,24.5
Uganda,UGA,2005,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,31.1
Uganda,UGA,2002,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,38.8
Uganda,UGA,1999,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,33.8
Uganda,UGA,1996,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,44.4
Uganda,UGA,1992,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,56.4
Uganda,UGA,2016,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,87.7
Uganda,UGA,2012,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,87
Uganda,UGA,2009,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,89.1
Uganda,UGA,2005,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,92.3
Uganda,UGA,2002,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,94.2
Uganda,UGA,1999,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,95.2
Uganda,UGA,1996,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,95.2
Uganda,UGA,1992,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,95.7
Uganda,UGA,1989,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,93.2
Uganda,UGA,2016,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,51.9
Uganda,UGA,2012,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,49.6
Uganda,UGA,2009,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,54.3
Uganda,UGA,2005,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,60.5
Uganda,UGA,2002,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,65.2
Uganda,UGA,1999,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,66.9
Uganda,UGA,1996,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,65
Uganda,UGA,1992,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,66
Uganda,UGA,1989,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,62.4
Uganda,UGA,2016,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",SI.SPR.PC40,1.28
Uganda,UGA,2012,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",SI.SPR.PC40,1.4
Uganda,UGA,2016,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,-2.2
Uganda,UGA,2016,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,3.2
Uganda,UGA,2012,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,3.33
Uganda,UGA,2016,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,-1.01
