"Date","Currency","Mean","Buy","Sell"
"15/10/2020","STG POUND","141.2921","141.1453","141.4388"
"14/10/2020","STG POUND","141.1847","141.0365","141.3329"
"13/10/2020","STG POUND","141.5091","141.3676","141.6506"
"12/10/2020","STG POUND","140.3521","140.2082","140.4959"
"09/10/2020","STG POUND","140.0894","139.9429","140.2359"
"08/10/2020","STG POUND","139.9879","139.8400","140.1359"
"07/10/2020","STG POUND","140.5318","140.3829","140.6806"
"06/10/2020","STG POUND","140.4853","140.3382","140.6324"
"05/10/2020","STG POUND","140.3291","140.1794","140.4788"
"02/10/2020","STG POUND","140.2459","140.0988","140.3929"
"01/10/2020","STG POUND","139.3074","139.1606","139.4541"
"30/09/2020","STG POUND","139.5138","139.3624","139.6653"
"29/09/2020","STG POUND","139.6179","139.4682","139.7676"
"28/09/2020","STG POUND","138.3229","138.1747","138.4712"
"25/09/2020","STG POUND","138.3824","138.2459","138.5188"
"24/09/2020","STG POUND","137.9547","137.8106","138.0988"
"23/09/2020","STG POUND","139.1532","139.0041","139.3024"
"22/09/2020","STG POUND","139.3747","139.2229","139.5265"
"21/09/2020","STG POUND","140.4400","140.2900","140.5900"
"18/09/2020","STG POUND","139.7582","139.6094","139.9071"
"17/09/2020","STG POUND","140.5494","140.4012","140.6976"
"16/09/2020","STG POUND","140.3215","140.1718","140.4712"
"15/09/2020","STG POUND","139.4785","139.3324","139.6247"
"14/09/2020","STG POUND","139.0579","138.9100","139.2059"
"11/09/2020","STG POUND","140.7029","140.5541","140.8518"
"10/09/2020","STG POUND","140.3356","140.1871","140.4841"
"09/09/2020","STG POUND","141.9341","141.7824","142.0859"
"08/09/2020","STG POUND","142.8015","142.6518","142.9512"
"07/09/2020","STG POUND","143.9765","143.8235","144.1294"
"04/09/2020","STG POUND","143.7732","143.6218","143.9247"
"03/09/2020","STG POUND","144.6200","144.4653","144.7747"
"02/09/2020","STG POUND","145.8438","145.6959","145.9918"
"01/09/2020","STG POUND","143.7585","143.6088","143.9082"
"31/08/2020","STG POUND","143.4982","143.3488","143.6476"
"28/08/2020","STG POUND","142.8294","142.6782","142.9806"
"27/08/2020","STG POUND","142.1985","142.0500","142.3471"
"26/08/2020","STG POUND","142.0174","141.8688","142.1659"
"25/08/2020","STG POUND","141.7709","141.6212","141.9206"
"24/08/2020","STG POUND","141.7571","141.6076","141.9065"
"21/08/2020","STG POUND","141.8818","141.7300","142.0335"
"20/08/2020","STG POUND","143.4744","143.3276","143.6212"
"19/08/2020","STG POUND","143.2359","143.0906","143.3812"
"18/08/2020","STG POUND","141.8279","141.6800","141.9759"
"17/08/2020","STG POUND","141.9700","141.8224","142.1176"
"14/08/2020","STG POUND","141.7353","141.5882","141.8824"
"13/08/2020","STG POUND","141.2400","141.0912","141.3888"
"12/08/2020","STG POUND","141.9809","141.8300","142.1318"
"11/08/2020","STG POUND","141.2512","141.1035","141.3988"
"10/08/2020","STG POUND","141.3259","141.1794","141.4724"
"07/08/2020","STG POUND","142.1035","141.9559","142.2512"
"06/08/2020","STG POUND","141.7159","141.5653","141.8665"
"05/08/2020","STG POUND","140.5203","140.3718","140.6688"
"04/08/2020","STG POUND","140.4224","140.2759","140.5688"
"03/08/2020","STG POUND","140.1615","140.0135","140.3094"
"30/07/2020","STG POUND","139.6253","139.4776","139.7729"
"29/07/2020","STG POUND","138.6679","138.5218","138.8141"
"28/07/2020","STG POUND","138.5803","138.4318","138.7288"
"27/07/2020","STG POUND","137.4712","137.3259","137.6165"
"24/07/2020","STG POUND","137.4215","137.2776","137.5653"
"23/07/2020","STG POUND","137.4788","137.3365","137.6212"
"22/07/2020","STG POUND","136.9509","136.8012","137.1006"
"21/07/2020","STG POUND","135.9012","135.7612","136.0412"
"20/07/2020","STG POUND","134.5568","134.4176","134.6959"
"17/07/2020","STG POUND","134.9209","134.7776","135.0641"
"16/07/2020","STG POUND","135.0097","134.8706","135.1488"
"15/07/2020","STG POUND","134.3471","134.2053","134.4888"
"14/07/2020","STG POUND","135.1476","135.0035","135.2918"
"13/07/2020","STG POUND","135.0732","134.9276","135.2188"
"10/07/2020","STG POUND","135.2103","135.0671","135.3535"
"09/07/2020","STG POUND","134.1871","134.0429","134.3312"
"08/07/2020","STG POUND","133.5115","133.3694","133.6535"
"07/07/2020","STG POUND","133.2712","133.1288","133.4135"
"06/07/2020","STG POUND","132.8088","132.6641","132.9535"
"03/07/2020","STG POUND","133.3144","133.1682","133.4606"
"02/07/2020","STG POUND","132.0062","131.8653","132.1471"
"01/07/2020","STG POUND","131.1782","131.0376","131.3188"
"30/06/2020","STG POUND","131.1706","131.0324","131.3088"
"29/06/2020","STG POUND","131.8044","131.6618","131.9471"
"26/06/2020","STG POUND","132.5650","132.4241","132.7059"
"25/06/2020","STG POUND","132.8494","132.7082","132.9906"
"24/06/2020","STG POUND","132.7829","132.6429","132.9229"
"23/06/2020","STG POUND","132.2053","132.0624","132.3482"
"22/06/2020","STG POUND","131.6341","131.4900","131.7782"
"19/06/2020","STG POUND","132.7603","132.6159","132.9047"
"18/06/2020","STG POUND","133.4697","133.3235","133.6159"
"17/06/2020","STG POUND","134.6179","134.4812","134.7547"
"16/06/2020","STG POUND","133.5435","133.3994","133.6876"
"15/06/2020","STG POUND","134.4394","134.2976","134.5812"
"12/06/2020","STG POUND","134.9171","134.7706","135.0635"
"11/06/2020","STG POUND","136.3197","136.1753","136.4641"
"10/06/2020","STG POUND","134.6794","134.5335","134.8253"
"09/06/2020","STG POUND","134.6953","134.5506","134.8400"
"08/06/2020","STG POUND","134.5465","134.4035","134.6894"
"05/06/2020","STG POUND","132.9618","132.8218","133.1018"
"04/06/2020","STG POUND","133.4874","133.3382","133.6365"
"03/06/2020","STG POUND","133.5076","133.3624","133.6529"
"02/06/2020","STG POUND","131.9976","131.8571","132.1382"
"29/05/2020","STG POUND","131.1438","131.0000","131.2876"
"28/05/2020","STG POUND","131.8571","131.7159","131.9982"
"27/05/2020","STG POUND","131.6135","131.4647","131.7624"
"26/05/2020","STG POUND","130.3782","130.2329","130.5235"
"22/05/2020","STG POUND","130.7971","130.6553","130.9388"
"21/05/2020","STG POUND","131.0956","130.9518","131.2394"
"20/05/2020","STG POUND","130.7753","130.6318","130.9188"
"19/05/2020","STG POUND","129.9703","129.8218","130.1188"
"18/05/2020","STG POUND","130.3538","130.2094","130.4982"
"15/05/2020","STG POUND","130.3235","130.1859","130.4612"
"14/05/2020","STG POUND","131.4182","131.2776","131.5588"
"13/05/2020","STG POUND","131.6353","131.4924","131.7782"
"12/05/2020","STG POUND","130.8726","130.7271","131.0182"
"11/05/2020","STG POUND","131.2644","131.1241","131.4047"
"08/05/2020","STG POUND","130.5821","130.4429","130.7212"
"07/05/2020","STG POUND","131.2959","131.1506","131.4412"
"06/05/2020","STG POUND","132.4326","132.2912","132.5741"
"05/05/2020","STG POUND","132.7226","132.5753","132.8700"
"04/05/2020","STG POUND","133.9747","133.8318","134.1176"
"30/04/2020","STG POUND","133.0885","132.9494","133.2276"
"29/04/2020","STG POUND","133.9788","133.8335","134.1241"
"28/04/2020","STG POUND","133.2388","133.1035","133.3741"
"27/04/2020","STG POUND","132.0974","131.9518","132.2429"
"24/04/2020","STG POUND","132.4547","132.3135","132.5959"
"23/04/2020","STG POUND","132.4224","132.2829","132.5618"
"22/04/2020","STG POUND","131.5962","131.4594","131.7329"
"21/04/2020","STG POUND","133.0094","132.8635","133.1553"
"20/04/2020","STG POUND","132.9618","132.8224","133.1012"
"17/04/2020","STG POUND","132.4941","132.3488","132.6394"
"16/04/2020","STG POUND","132.0550","131.9171","132.1929"
"15/04/2020","STG POUND","133.0856","132.9369","133.2344"
"14/04/2020","STG POUND","131.5444","131.4024","131.6865"
"09/04/2020","STG POUND","131.0400","130.8988","131.1812"
"08/04/2020","STG POUND","131.4600","131.3159","131.6041"
"07/04/2020","STG POUND","130.4447","130.2988","130.5906"
"06/04/2020","STG POUND","129.8194","129.6794","129.9594"
"03/04/2020","STG POUND","131.2306","131.0865","131.3747"
"02/04/2020","STG POUND","130.5315","130.3894","130.6735"
"01/04/2020","STG POUND","129.7535","129.6100","129.8971"
"31/03/2020","STG POUND","129.8729","129.7294","130.0165"
"30/03/2020","STG POUND","127.6950","127.5441","127.8459"
"27/03/2020","STG POUND","125.9556","125.8100","126.1012"
"26/03/2020","STG POUND","125.5421","125.3912","125.6929"
"25/03/2020","STG POUND","125.3638","125.2229","125.5047"
"24/03/2020","STG POUND","123.8462","123.7024","123.9900"
"23/03/2020","STG POUND","124.9979","124.8600","125.1359"
"20/03/2020","STG POUND","122.0418","121.9047","122.1788"
"19/03/2020","STG POUND","122.9991","122.8565","123.1418"
"18/03/2020","STG POUND","125.5538","125.4147","125.6929"
"17/03/2020","STG POUND","126.6029","126.4635","126.7424"
"16/03/2020","STG POUND","128.4491","128.3100","128.5882"
"13/03/2020","STG POUND","129.6476","129.5029","129.7924"
"12/03/2020","STG POUND","132.7244","132.5759","132.8729"
"11/03/2020","STG POUND","133.7529","133.6065","133.8994"
"10/03/2020","STG POUND","134.4926","134.3394","134.6459"
"09/03/2020","STG POUND","133.4788","133.3312","133.6265"
"06/03/2020","STG POUND","132.4474","132.3029","132.5918"
"05/03/2020","STG POUND","131.8750","131.7294","132.0206"
"04/03/2020","STG POUND","130.7918","130.6476","130.9359"
"03/03/2020","STG POUND","129.5688","129.4206","129.7171"
"02/03/2020","STG POUND","130.1550","130.0100","130.3000"
"28/02/2020","STG POUND","130.1132","129.9671","130.2594"
"27/02/2020","STG POUND","130.5321","130.3865","130.6776"
"26/02/2020","STG POUND","131.1882","131.0435","131.3329"
"25/02/2020","STG POUND","130.5915","130.4435","130.7394"
"24/02/2020","STG POUND","130.8259","130.6782","130.9735"
"21/02/2020","STG POUND","130.3853","130.2382","130.5324"
"20/02/2020","STG POUND","131.4485","131.3041","131.5929"
"19/02/2020","STG POUND","131.7156","131.5694","131.8618"
"18/02/2020","STG POUND","131.1812","131.0376","131.3247"
"17/02/2020","STG POUND","130.9000","130.7582","131.0418"
"14/02/2020","STG POUND","131.0362","130.8894","131.1829"
"13/02/2020","STG POUND","130.5671","130.4259","130.7082"
"12/02/2020","STG POUND","130.1809","130.0371","130.3247"
"10/02/2020","STG POUND","130.1541","130.0053","130.3029"
"07/02/2020","STG POUND","130.1315","129.9818","130.2812"
"06/02/2020","STG POUND","130.9885","130.8394","131.1376"
"05/02/2020","STG POUND","130.8174","130.6676","130.9671"
"04/02/2020","STG POUND","131.1679","131.0218","131.3141"
"03/02/2020","STG POUND","131.8724","131.7253","132.0194"
"31/01/2020","STG POUND","131.6888","131.5382","131.8394"
"30/01/2020","STG POUND","130.9476","130.8006","131.0947"
"29/01/2020","STG POUND","131.2606","131.1129","131.4082"
"28/01/2020","STG POUND","131.8588","131.7135","132.0041"
"27/01/2020","STG POUND","132.0571","131.9094","132.2047"
"27/01/2020","STG POUND","132.0571","131.9094","132.2047"
"24/01/2020","STG POUND","132.3906","132.2424","132.5388"
"23/01/2020","STG POUND","132.3712","132.2194","132.5229"
"22/01/2020","STG POUND","132.0244","131.8818","132.1671"
"21/01/2020","STG POUND","131.4374","131.2894","131.5853"
"20/01/2020","STG POUND","131.7556","131.6053","131.9059"
"17/01/2020","STG POUND","131.8788","131.7276","132.0300"
"16/01/2020","STG POUND","131.8447","131.6994","131.9900"
"15/01/2020","STG POUND","131.6138","131.4653","131.7624"
"14/01/2020","STG POUND","131.8088","131.6576","131.9600"
"13/01/2020","STG POUND","132.6162","132.4718","132.7606"
"10/01/2020","STG POUND","132.5247","132.3759","132.6735"
"09/01/2020","STG POUND","132.9812","132.8294","133.1329"
"08/01/2020","STG POUND","132.8526","132.7000","133.0053"
"07/01/2020","STG POUND","132.8038","132.6547","132.9529"
"06/01/2020","STG POUND","132.1965","132.0441","132.3488"
"03/01/2020","STG POUND","133.1229","132.9741","133.2718"
"02/01/2020","STG POUND","133.3112","133.1629","133.4594"
"31/12/2019","STG POUND","132.9403","132.7947","133.0859"
"30/12/2019","STG POUND","132.3959","132.2529","132.5388"
"27/12/2019","STG POUND","130.4074","130.2594","130.5553"
"24/12/2019","STG POUND","129.9800","129.8365","130.1235"
"23/12/2019","STG POUND","131.2409","131.0924","131.3894"
"20/12/2019","STG POUND","131.3129","131.1624","131.4635"
"19/12/2019","STG POUND","131.8453","131.6941","131.9965"
"18/12/2019","STG POUND","133.6941","133.5476","133.8406"
"17/12/2019","STG POUND","135.6194","135.4706","135.7682"
"16/12/2019","STG POUND","135.8324","135.6806","135.9841"
"13/12/2019","STG POUND","133.8406","133.6900","133.9912"
"11/12/2019","STG POUND","133.6432","133.4918","133.7947"
"10/12/2019","STG POUND","133.4138","133.2653","133.5624"
"09/12/2019","STG POUND","133.4250","133.2818","133.5682"
"06/12/2019","STG POUND","133.5029","133.3535","133.6524"
"05/12/2019","STG POUND","133.5226","133.3700","133.6753"
"04/12/2019","STG POUND","133.1424","132.9982","133.2865"
"03/12/2019","STG POUND","132.6912","132.5447","132.8376"
"02/12/2019","STG POUND","132.2668","132.1212","132.4124"
"29/11/2019","STG POUND","132.8218","132.6800","132.9635"
"28/11/2019","STG POUND","132.0735","131.9294","132.2176"
"27/11/2019","STG POUND","131.6438","131.5076","131.7800"
"26/11/2019","STG POUND","131.3841","131.2376","131.5306"
"25/11/2019","STG POUND","130.5944","130.4453","130.7435"
"22/11/2019","STG POUND","131.3303","131.1841","131.4765"
"21/11/2019","STG POUND","130.8865","130.7376","131.0353"
"20/11/2019","STG POUND","131.7685","131.6212","131.9159"
"19/11/2019","STG POUND","132.0806","131.9382","132.2229"
"18/11/2019","STG POUND","131.2512","131.1071","131.3953"
"15/11/2019","STG POUND","131.0376","130.8941","131.1812"
"14/11/2019","STG POUND","131.0729","130.9265","131.2194"
"13/11/2019","STG POUND","131.5012","131.3582","131.6441"
"12/11/2019","STG POUND","131.8821","131.7359","132.0282"
"11/11/2019","STG POUND","131.2791","131.1312","131.4271"
"08/11/2019","STG POUND","131.6994","131.5506","131.8482"
"07/11/2019","STG POUND","132.7397","132.5965","132.8829"
"06/11/2019","STG POUND","133.1065","132.9635","133.2494"
"05/11/2019","STG POUND","133.4556","133.3165","133.5947"
"04/11/2019","STG POUND","133.7729","133.6265","133.9194"
"01/11/2019","STG POUND","133.7259","133.5794","133.8724"
"31/10/2019","STG POUND","132.9806","132.8329","133.1282"
"30/10/2019","STG POUND","133.2872","133.1394","133.4350"
"29/10/2019","STG POUND","132.9703","132.8256","133.1150"
"28/10/2019","STG POUND","132.3853","132.2411","132.5294"
"25/10/2019","STG POUND","132.6047","132.4583","132.7511"
"24/10/2019","STG POUND","133.4794","133.3328","133.6261"
"23/10/2019","STG POUND","133.8511","133.7056","133.9967"
"22/10/2019","STG POUND","133.5136","133.3667","133.6606"
"18/10/2019","STG POUND","132.9181","132.7750","133.0611"
"17/10/2019","STG POUND","132.8567","132.7100","133.0033"
"16/10/2019","STG POUND","131.1008","130.9606","131.2411"
"15/10/2019","STG POUND","130.6106","130.4644","130.7567"
"14/10/2019","STG POUND","131.4039","131.2628","131.5450"
"11/10/2019","STG POUND","126.7458","126.6089","126.8828"
"09/10/2019","STG POUND","126.7419","126.6028","126.8811"
"08/10/2019","STG POUND","127.8536","127.7133","127.9939"
"07/10/2019","STG POUND","127.6208","127.4789","127.7628"
"04/10/2019","STG POUND","128.4047","128.2672","128.5422"
"03/10/2019","STG POUND","127.5383","127.4028","127.6739"
"02/10/2019","STG POUND","126.9567","126.8139","127.0994"
"01/10/2019","STG POUND","127.8492","127.7078","127.9906"
"30/09/2019","STG POUND","128.0061","127.8672","128.1450"
"27/09/2019","STG POUND","128.1858","128.0417","128.3300"
"26/09/2019","STG POUND","128.7089","128.5678","128.8500"
"25/09/2019","STG POUND","129.7233","129.3467","130.1000"
"24/09/2019","STG POUND","128.9708","128.8317","129.1100"
"23/09/2019","STG POUND","129.6961","129.5556","129.8367"
"20/09/2019","STG POUND","129.6694","129.5300","129.8089"
"19/09/2019","STG POUND","129.6700","129.5294","129.8106"
"18/09/2019","STG POUND","129.0431","128.8972","129.1889"
"17/09/2019","STG POUND","129.2681","129.1317","129.4044"
"16/09/2019","STG POUND","129.2175","129.0706","129.3644"
"13/09/2019","STG POUND","127.8994","127.7561","128.0428"
"12/09/2019","STG POUND","127.9058","127.7683","128.0433"
"11/09/2019","STG POUND","128.1978","128.0528","128.3428"
"10/09/2019","STG POUND","128.1786","128.0311","128.3261"
"09/09/2019","STG POUND","127.8731","127.7311","128.0150"
"06/09/2019","STG POUND","128.2133","128.0778","128.3489"
"05/09/2019","STG POUND","126.5322","126.3939","126.6706"
"04/09/2019","STG POUND","124.8642","124.7300","124.9983"
"03/09/2019","STG POUND","125.2192","125.0778","125.3606"
"02/09/2019","STG POUND","126.3083","126.1689","126.4478"
"30/08/2019","STG POUND","126.4022","126.2589","126.5456"
"29/08/2019","STG POUND","126.3725","126.2306","126.5144"
"28/08/2019","STG POUND","127.0747","126.9372","127.2122"
"27/08/2019","STG POUND","126.4331","126.2922","126.5739"
"26/08/2019","STG POUND","126.3547","126.2161","126.4933"
"23/08/2019","STG POUND","125.8311","125.6906","125.9717"
"22/08/2019","STG POUND","124.9358","124.7994","125.0722"
"21/08/2019","STG POUND","124.5494","124.4100","124.6889"
"20/08/2019","STG POUND","125.1817","125.0422","125.3211"
"19/08/2019","STG POUND","125.7539","125.6217","125.8861"
"16/08/2019","STG POUND","125.3003","125.1672","125.4333"
"15/08/2019","STG POUND","124.6828","124.5494","124.8161"
"14/08/2019","STG POUND","124.6797","124.5483","124.8111"
"13/08/2019","STG POUND","124.4333","124.2894","124.5772"
"09/08/2019","STG POUND","125.4525","125.3150","125.5900"
"08/08/2019","STG POUND","125.6631","125.5272","125.7989"
"07/08/2019","STG POUND","125.7711","125.6350","125.9072"
"06/08/2019","STG POUND","125.5544","125.4206","125.6883"
"05/08/2019","STG POUND","124.9489","124.8106","125.0872"
"02/08/2019","STG POUND","124.9081","124.7711","125.0450"
"01/08/2019","STG POUND","127.0936","126.9522","127.2350"
"31/07/2019","STG POUND","126.8772","126.7356","127.0189"
"30/07/2019","STG POUND","127.7944","127.6556","127.9333"
"29/07/2019","STG POUND","128.9525","128.8094","129.0956"
"26/07/2019","STG POUND","129.7789","129.6383","129.9194"
"25/07/2019","STG POUND","129.9147","129.7711","130.0583"
"24/07/2019","STG POUND","129.0964","128.9544","129.2383"
"23/07/2019","STG POUND","129.3267","129.1867","129.4667"
"22/07/2019","STG POUND","129.3061","129.1633","129.4489"
"19/07/2019","STG POUND","128.5947","128.4556","128.7339"
"18/07/2019","STG POUND","127.8894","127.7489","128.0300"
"17/07/2019","STG POUND","128.2739","128.1356","128.4122"
"16/07/2019","STG POUND","129.2911","129.1506","129.4317"
"15/07/2019","STG POUND","129.1542","129.0167","129.2917"
"12/07/2019","STG POUND","129.2406","129.0972","129.3839"
"11/07/2019","STG POUND","128.5706","128.4300","128.7111"
"10/07/2019","STG POUND","128.1469","128.0039","128.2900"
"09/07/2019","STG POUND","128.4697","128.3294","128.6100"
"08/07/2019","STG POUND","128.2522","128.1122","128.3922"
"05/07/2019","STG POUND","129.0936","128.9500","129.2372"
"04/07/2019","STG POUND","128.7069","128.5633","128.8506"
"03/07/2019","STG POUND","130.1731","130.0333","130.3128"
"02/07/2019","STG POUND","130.0828","129.9372","130.2283"
"01/07/2019","STG POUND","130.1117","129.9672","130.2561"
"28/06/2019","STG POUND","129.9597","129.8133","130.1061"
"27/06/2019","STG POUND","129.6444","129.4967","129.7922"
"26/06/2019","STG POUND","129.9153","129.7678","130.0628"
"25/06/2019","STG POUND","129.6744","129.5289","129.8200"
"24/06/2019","STG POUND","129.1339","128.9883","129.2794"
"21/06/2019","STG POUND","129.2803","129.1367","129.4239"
"20/06/2019","STG POUND","128.2803","128.1378","128.4228"
"19/06/2019","STG POUND","127.7939","127.6528","127.9350"
"18/06/2019","STG POUND","128.4214","128.2772","128.5656"
"17/06/2019","STG POUND","128.5981","128.4528","128.7433"
"14/06/2019","STG POUND","128.8864","128.7361","129.0367"
"13/06/2019","STG POUND","129.0969","128.9517","129.2422"
"12/06/2019","STG POUND","129.0311","128.8883","129.1739"
"11/06/2019","STG POUND","128.4594","128.3217","128.5972"
"10/06/2019","STG POUND","128.7594","128.6122","128.9067"
"07/06/2019","STG POUND","128.5972","128.4489","128.7456"
"06/06/2019","STG POUND","128.5331","128.3889","128.6772"
"04/06/2019","STG POUND","128.0203","127.8772","128.1633"
"03/06/2019","STG POUND","127.4653","127.3194","127.6111"
"31/05/2019","STG POUND","127.9619","127.8228","128.1011"
"30/05/2019","STG POUND","128.2986","128.1556","128.4417"
"29/05/2019","STG POUND","128.4169","128.2706","128.5633"
"28/05/2019","STG POUND","128.4514","128.3078","128.5950"
"27/05/2019","STG POUND","128.3092","128.1639","128.4544"
"24/05/2019","STG POUND","128.1281","127.9872","128.2689"
"23/05/2019","STG POUND","128.0197","127.8750","128.1644"
"22/05/2019","STG POUND","128.6328","128.4939","128.7717"
"21/05/2019","STG POUND","128.8456","128.6933","128.9978"
"20/05/2019","STG POUND","129.1533","129.0094","129.2972"
"17/05/2019","STG POUND","129.5103","129.3606","129.6600"
"16/05/2019","STG POUND","130.5764","130.4356","130.7172"
"15/05/2019","STG POUND","131.0117","130.8650","131.1583"
"14/05/2019","STG POUND","131.7300","131.5894","131.8706"
"13/05/2019","STG POUND","131.7275","131.5267","131.9283"
"10/05/2019","STG POUND","131.2364","131.0856","131.3872"
"09/05/2019","STG POUND","131.8250","131.6122","132.0378"
"08/05/2019","STG POUND","131.9042","131.7567","132.0517"
"07/05/2019","STG POUND","132.1967","132.0472","132.3461"
"06/05/2019","STG POUND","131.6244","131.4744","131.7744"
"03/05/2019","STG POUND","131.5581","131.4128","131.7033"
"02/05/2019","STG POUND","132.3100","132.1561","132.4639"
"30/04/2019","STG POUND","130.9764","130.8306","131.1222"
"29/04/2019","STG POUND","130.9914","130.8422","131.1406"
"26/04/2019","STG POUND","130.8025","130.6583","130.9467"
"25/04/2019","STG POUND","131.4756","131.3294","131.6217"
"24/04/2019","STG POUND","131.5933","131.4483","131.7383"
"23/04/2019","STG POUND","131.9014","131.7500","132.0528"
"18/04/2019","STG POUND","132.0811","131.9328","132.2294"
"17/04/2019","STG POUND","132.0233","131.8772","132.1694"
"16/04/2019","STG POUND","132.4092","132.2589","132.5594"
"15/04/2019","STG POUND","132.4369","132.2833","132.5906"
"12/04/2019","STG POUND","132.0447","131.8983","132.1911"
"11/04/2019","STG POUND","132.1867","132.0406","132.3328"
"10/04/2019","STG POUND","131.8119","131.6633","131.9606"
"09/04/2019","STG POUND","131.3311","131.1817","131.4806"
"08/04/2019","STG POUND","131.2128","131.0672","131.3583"
"05/04/2019","STG POUND","132.1389","131.9911","132.2867"
"04/04/2019","STG POUND","132.4558","132.3011","132.6106"
"03/04/2019","STG POUND","131.5981","131.4533","131.7428"
"02/04/2019","STG POUND","132.2319","132.0806","132.3833"
"01/04/2019","STG POUND","131.6686","131.5322","131.8050"
"29/03/2019","STG POUND","131.8478","131.6994","131.9961"
"28/03/2019","STG POUND","133.4539","133.3028","133.6050"
"27/03/2019","STG POUND","133.5547","133.3972","133.7122"
"26/03/2019","STG POUND","133.2225","133.0706","133.3744"
"25/03/2019","STG POUND","132.7978","132.6361","132.9594"
"22/03/2019","STG POUND","132.5619","132.4100","132.7139"
"21/03/2019","STG POUND","133.1075","132.9556","133.2594"
"20/03/2019","STG POUND","133.8589","133.7028","134.0150"
"19/03/2019","STG POUND","133.1814","133.0289","133.3339"
"18/03/2019","STG POUND","133.2761","133.1339","133.4183"
"15/03/2019","STG POUND","132.7153","132.5639","132.8667"
"14/03/2019","STG POUND","132.0539","131.8972","132.2106"
"13/03/2019","STG POUND","131.3000","131.1572","131.4428"
"12/03/2019","STG POUND","130.1256","129.9739","130.2772"
"11/03/2019","STG POUND","130.2306","130.0828","130.3783"
"08/03/2019","STG POUND","130.7967","130.6433","130.9500"
"07/03/2019","STG POUND","131.4264","131.2750","131.5778"
"06/03/2019","STG POUND","131.0814","130.9272","131.2356"
"05/03/2019","STG POUND","132.2344","132.0761","132.3928"
"04/03/2019","STG POUND","132.3219","132.1594","132.4844"
"01/03/2019","STG POUND","132.8492","132.6994","132.9989"
"28/02/2019","STG POUND","133.2381","133.0856","133.3906"
"27/02/2019","STG POUND","132.0347","131.8867","132.1828"
"26/02/2019","STG POUND","130.7928","130.6378","130.9478"
"25/02/2019","STG POUND","130.3500","130.1983","130.5017"
"22/02/2019","STG POUND","131.1489","130.9939","131.3039"
"21/02/2019","STG POUND","130.7044","130.5506","130.8583"
"20/02/2019","STG POUND","129.6814","129.5361","129.8267"
"19/02/2019","STG POUND","129.4378","129.2911","129.5844"
"18/02/2019","STG POUND","128.2142","128.0678","128.3606"
"15/02/2019","STG POUND","128.4575","128.3094","128.6056"
"14/02/2019","STG POUND","129.2144","129.0606","129.3683"
"13/02/2019","STG POUND","129.1553","129.0089","129.3017"
"12/02/2019","STG POUND","129.6481","129.4967","129.7994"
"11/02/2019","STG POUND","130.1572","130.0044","130.3100"
"08/02/2019","STG POUND","129.8461","129.6911","130.0011"
"07/02/2019","STG POUND","129.7061","129.5589","129.8533"
"06/02/2019","STG POUND","130.1675","130.0133","130.3217"
"05/02/2019","STG POUND","130.7164","130.5717","130.8611"
"04/02/2019","STG POUND","131.2703","131.1289","131.4117"
"01/02/2019","STG POUND","131.9433","131.7950","132.0917"
"31/01/2019","STG POUND","132.0083","131.8644","132.1522"
"30/01/2019","STG POUND","132.7478","132.5956","132.9000"
"29/01/2019","STG POUND","132.4394","132.2844","132.5944"
"28/01/2019","STG POUND","131.9786","131.8267","132.1306"
"25/01/2019","STG POUND","131.7228","131.5678","131.8778"
"24/01/2019","STG POUND","132.1714","132.0172","132.3256"
"23/01/2019","STG POUND","131.1797","131.0278","131.3317"
"22/01/2019","STG POUND","130.7742","130.6228","130.9256"
"21/01/2019","STG POUND","131.6222","131.4678","131.7767"
"18/01/2019","STG POUND","131.9569","131.8078","132.1061"
"17/01/2019","STG POUND","130.7253","130.5833","130.8672"
"16/01/2019","STG POUND","130.6731","130.5228","130.8233"
"15/01/2019","STG POUND","130.6817","130.5311","130.8322"
"14/01/2019","STG POUND","130.4911","130.3422","130.6400"
"11/01/2019","STG POUND","129.8192","129.6694","129.9689"
"10/01/2019","STG POUND","129.7533","129.6039","129.9028"
"09/01/2019","STG POUND","129.9744","129.8272","130.1217"
"08/01/2019","STG POUND","129.9092","129.7622","130.0561"
"07/01/2019","STG POUND","129.1997","129.0500","129.3494"
"04/01/2019","STG POUND","128.7183","128.5633","128.8733"
"03/01/2019","STG POUND","128.7797","128.6378","128.9217"
"02/01/2019","STG POUND","129.4583","129.3106","129.6061"
"31/12/2018","STG POUND","129.0178","128.8706","129.1650"
"28/12/2018","STG POUND","128.6572","128.5094","128.8050"
"27/12/2018","STG POUND","128.8186","128.6689","128.9683"
"24/12/2018","STG POUND","128.8253","128.6733","128.9772"
"21/12/2018","STG POUND","128.4697","128.3150","128.6244"
"20/12/2018","STG POUND","128.7308","128.5844","128.8772"
"19/12/2018","STG POUND","129.7897","129.6411","129.9383"
"18/12/2018","STG POUND","129.2769","129.1306","129.4233"
"17/12/2018","STG POUND","129.0797","128.9378","129.2217"
"14/12/2018","STG POUND","130.0039","129.8567","130.1511"
"13/12/2018","STG POUND","129.4303","129.2822","129.5783"
"11/12/2018","STG POUND","129.6556","129.5083","129.8028"
"10/12/2018","STG POUND","130.8450","130.7006","130.9894"
"07/12/2018","STG POUND","130.9689","130.8267","131.1111"
"06/12/2018","STG POUND","131.1319","130.9822","131.2817"
